,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,878459,fixation,9.4,377.5,253,4187,,,,,14,001,../../runtime/images/2370169755802222682.png
1,878712,saccade,12.6,377.5,28,,108.9,370.9,3.15,236.0,14,001,../../runtime/images/2370169755802222682.png
2,878740,fixation,102.0,375.7,165,4176,,,,,14,001,../../runtime/images/2370169755802222682.png
3,878905,saccade,101.4,376.2,26,,181.6,372.7,2.68,209.0,14,001,../../runtime/images/2370169755802222682.png
4,878931,fixation,176.4,375.2,145,4167,,,,,14,001,../../runtime/images/2370169755802222682.png
5,879076,saccade,175.3,380.0,23,,249.2,370.4,2.53,220.0,14,001,../../runtime/images/2370169755802222682.png
6,879099,fixation,248.4,371.7,191,4172,,,,,14,001,../../runtime/images/2370169755802222682.png
7,879290,saccade,249.7,369.9,32,,356.1,376.7,3.68,228.0,14,001,../../runtime/images/2370169755802222682.png
8,879322,fixation,352.2,378.7,215,4164,,,,,14,001,../../runtime/images/2370169755802222682.png
9,879537,saccade,356.1,377.4,20,,415.1,379.7,2.06,199.0,14,001,../../runtime/images/2370169755802222682.png
10,879557,fixation,424.2,379.9,280,4155,,,,,14,001,../../runtime/images/2370169755802222682.png
11,879837,saccade,422.7,377.6,25,,501.9,380.7,2.79,206.0,14,001,../../runtime/images/2370169755802222682.png
12,879862,fixation,503.5,377.0,186,4152,,,,,14,001,../../runtime/images/2370169755802222682.png
13,880048,saccade,503.0,373.9,27,,415.6,378.3,3.07,246.0,14,001,../../runtime/images/2370169755802222682.png
14,880075,fixation,420.2,385.1,283,4169,,,,,14,001,../../runtime/images/2370169755802222682.png
15,880358,saccade,422.8,386.6,30,,301.0,382.5,4.25,301.0,14,001,../../runtime/images/2370169755802222682.png
16,880388,fixation,307.0,371.0,380,4207,,,,,14,001,../../runtime/images/2370169755802222682.png
17,880808,blink,,,114,,,,,,14,001,../../runtime/images/2370169755802222682.png
18,880768,saccade,312.9,367.9,237,,306.9,630.2,6.87,889.0,14,001,../../runtime/images/2370169755802222682.png
19,881005,fixation,297.5,440.7,297,4096,,,,,14,001,../../runtime/images/2370169755802222682.png
20,881302,saccade,294.2,361.3,25,,219.6,363.9,2.56,202.0,14,001,../../runtime/images/2370169755802222682.png
21,881327,fixation,223.1,381.3,376,4220,,,,,14,001,../../runtime/images/2370169755802222682.png
22,881703,saccade,223.5,378.8,26,,301.0,363.5,2.69,200.0,14,001,../../runtime/images/2370169755802222682.png
23,881729,fixation,295.5,366.3,245,4223,,,,,14,001,../../runtime/images/2370169755802222682.png
24,881974,saccade,296.2,363.4,25,,379.9,365.1,2.91,240.0,14,001,../../runtime/images/2370169755802222682.png
25,881999,fixation,376.6,368.1,143,4206,,,,,14,001,../../runtime/images/2370169755802222682.png
